global_optimizer_step,epoch,train_loss,causal_moving_average_50
116,1,1.1727173328399658,1.1928694939613342
117,1,1.4709272384643555,1.1982907462120056
118,1,1.103243112564087,1.194110734462738
119,1,1.2113606929779053,1.193238823413849
120,1,1.4121503829956055,1.1905512642860412
121,1,0.6682824492454529,1.1771824991703033
122,1,1.2770249843597412,1.1750217878818512
123,1,0.6627323031425476,1.1648949480056763
124,1,1.172424554824829,1.1625699782371521
125,1,1.3221478462219238,1.1530261373519897
126,1,0.9988573789596558,1.1534263122081756
127,1,1.493910312652588,1.149342612028122
128,1,1.040283203125,1.1567188966274262
129,1,0.7024574279785156,1.1477433931827545
130,1,0.7842060327529907,1.1239447224140167
131,1,1.470139980316162,1.1300250732898711
132,1,1.3886768817901611,1.121381517648697
133,1,1.0051743984222412,1.1155532133579253
134,1,1.3914215564727783,1.1259100878238677
135,1,1.3529298305511475,1.1384428095817567
136,1,0.7826336622238159,1.127224054336548
137,1,1.0037336349487305,1.1199525642395018
138,1,1.931551218032837,1.1434730064868928
139,1,0.6353336572647095,1.1329265463352203
140,1,0.7199552059173584,1.131053057909012
141,1,1.3949103355407715,1.1374883615970612
142,1,0.48894208669662476,1.117088007926941
143,1,0.9325164556503296,1.1126618456840516
144,1,0.48413312435150146,1.0982592844963073
145,1,1.075538158416748,1.0928358244895935
146,1,0.3991773724555969,1.0688723313808441
147,1,1.032987356185913,1.0625308382511138
148,1,1.3628908395767212,1.0694159162044525
149,1,1.1549787521362305,1.0715178310871125
150,1,1.3386496305465698,1.0711756908893586
151,1,1.1595419645309448,1.0714533364772796
152,1,1.3290987014770508,1.0684539544582368
153,1,1.7888963222503662,1.0896468722820283
154,1,0.7616851925849915,1.0867641377449035
155,1,0.8499107360839844,1.088021206855774
156,1,0.5216342806816101,1.0731552588939666
157,1,0.7942893505096436,1.0726213657855987
158,1,1.2751860618591309,1.080462440252304
159,1,0.9689357280731201,1.0802329277992249
160,1,0.8688858151435852,1.0820066606998444
161,1,1.1840095520019531,1.0758956015110015
162,1,0.9074450731277466,1.0764536333084107
163,1,1.2566704750061035,1.0791706347465515
164,1,0.43726763129234314,1.0587781995534897
165,1,1.4021146297454834,1.0668914180994034
166,1,1.2090189456939697,1.0676174503564835
167,1,0.8476313948631287,1.055151533484459
168,1,1.3871331214904785,1.0608293336629868
169,1,1.2578039169311523,1.0617581981420516
170,1,1.6485458612442017,1.0664861077070236
171,1,1.1839277744293213,1.076799014210701
172,1,0.8749828934669495,1.0687581723928452
173,1,0.7607019543647766,1.0707175654172898
174,1,0.40737706422805786,1.0554166156053544
175,1,1.5157930850982666,1.0592895203828812
176,1,0.5857664942741394,1.0510277026891708
177,1,0.7548739910125732,1.0362469762563706
178,1,1.3390239477157593,1.0422217911481857
179,1,1.312164545059204,1.0544159334897996
180,1,0.7424099445343018,1.0535800117254257
181,1,0.2899523377418518,1.0299762588739396
182,1,1.368788719177246,1.0295784956216811
183,1,1.195960521697998,1.0333942180871964
184,1,1.1583056449890137,1.028731899857521
185,1,1.6366267204284668,1.0344058376550676
186,1,1.1957205533981323,1.0426675754785537
187,1,0.8455618619918823,1.0395041400194167
188,1,1.7745726108551025,1.0363645678758622
189,1,1.1971652507781982,1.0476011997461319
190,1,1.1370606422424316,1.0559433084726333
191,1,1.1913217306137085,1.051871536374092
192,1,1.0645062923431396,1.0633828204870224
193,1,1.016427755355835,1.0650610464811325
194,1,0.7956249713897705,1.071290883421898
195,1,1.208426833152771,1.0739486569166183
196,1,0.9614294767379761,1.085193699002266
197,1,1.2259465456008911,1.0890528827905654
198,1,1.0087649822235107,1.0819703656435014
199,1,1.5732581615447998,1.0903359538316726
200,1,1.1198681592941284,1.0859603244066238
201,1,0.9744194746017456,1.0822578746080398
202,1,1.032651424407959,1.076328929066658
203,1,1.229190468788147,1.0651348119974136
204,1,0.8900490403175354,1.0677020889520645
205,1,1.254800796508789,1.0757998901605605
206,1,1.4084714651107788,1.093536633849144
207,1,1.0537196397781372,1.098725239634514
208,1,0.723314106464386,1.087687800526619
209,1,1.5263350009918213,1.0988357859849929
210,1,0.9595940113067627,1.1006499499082565
211,1,0.9550433158874512,1.0960706251859664
212,1,1.1012790203094482,1.0999473041296006
213,1,0.9922115206718445,1.0946581250429153
214,1,0.6828722357749939,1.0995702171325683
215,1,0.7181984186172485,1.0858918929100037
216,1,1.4984312057495117,1.0916801381111145
217,1,1.4896109104156494,1.1045197284221648
218,1,1.0190320014953613,1.0971577060222626
219,1,0.9610283970832825,1.0912221956253052
220,1,1.047724962234497,1.0792057776451112
221,1,1.0240356922149658,1.076007936000824
222,1,1.0671427249908447,1.0798511326313018
223,1,1.0293843746185303,1.0852247810363769
224,1,0.6227811574935913,1.0895328629016876
225,1,0.6972188353538513,1.0731613779067992
226,1,1.2264618873596191,1.085975285768509
227,1,0.7125022411346436,1.0851278507709503
228,1,0.6268640756607056,1.0708846533298493
229,1,1.4360275268554688,1.0733619129657745
230,1,0.8728289604187012,1.0759702932834625
231,1,1.2302045822143555,1.0947753381729126
232,1,1.958367943763733,1.1065669226646424
233,1,0.9721860885620117,1.1020914340019226
234,1,1.228939175605774,1.1035041046142577
235,1,1.0017518997192383,1.0908066082000731
236,1,0.9028699398040771,1.084949595928192
237,1,1.1343914270401,1.0907261872291565
238,1,0.39053359627723694,1.0630454069375992
239,1,1.1944105625152588,1.0629903131723404
240,1,0.9934523701667786,1.0601181477308272
241,1,1.1515538692474365,1.0593227905035019
242,1,0.8032187819480896,1.054097040295601
243,1,1.345214605331421,1.0606727772951126
244,1,1.7552223205566406,1.07986472427845
245,1,1.206449270248413,1.079825173020363
246,1,1.356440544128418,1.0877253943681717
247,1,1.0797137022018433,1.0848007375001907
248,1,0.5853911638259888,1.0763332611322403
249,1,1.280522346496582,1.070478544831276
250,1,0.8026383519172668,1.0641339486837387
251,1,0.49384865164756775,1.0545225322246552
252,1,0.7362697720527649,1.0485948991775513
253,1,0.3482981324195862,1.03097705245018
254,1,1.0729854106903076,1.0346357798576356
255,1,0.5233750939369202,1.020007265806198
256,1,0.5516914129257202,1.002871664762497
257,1,0.3155423402786255,0.9881081187725067
258,1,0.635590136051178,0.9863536393642426
259,1,0.9400871992111206,0.9746286833286285
260,1,0.9617697596549988,0.9746721982955933
261,1,1.8925437927246094,0.9934222078323365
262,1,0.9346297979354858,0.9900892233848572
263,1,1.320160150527954,0.9966481959819794
264,1,0.551025927066803,0.9940112698078155
265,1,0.6237561702728271,0.9921224248409272
266,1,0.8905831575393677,0.9799654638767242
267,1,0.4023657441139221,0.9582205605506897
268,1,1.0919798612594604,0.9596795177459717
269,1,0.721519947052002,0.954889348745346
270,1,0.548643946647644,0.944907728433609
271,1,0.804938793182373,0.9405257904529571
272,1,0.6003196239471436,0.9311893284320831
273,1,1.3635950088500977,0.9378735411167145
274,1,0.8877779245376587,0.9431734764575959
275,1,0.562836766242981,0.9404858350753784
276,1,1.2381795644760132,0.9407201886177063
277,1,0.8157101273536682,0.9427843463420867
278,1,1.0472577810287476,0.9511922204494476
279,1,0.8379930257797241,0.9392315304279327
280,1,1.6395386457443237,0.9545657241344452
281,1,0.8468305468559265,0.9468982434272766
282,1,1.3511712551116943,0.9347543096542359
283,1,1.2989451885223389,0.9412894916534423
284,1,0.9794487357139587,0.936299682855606
285,1,1.1241819858551025,0.9387482845783234
286,1,0.9751869440078735,0.9401946246623993
287,1,0.9711233973503113,0.9369292640686036
288,1,0.4186714291572571,0.937492020726204
289,1,0.7469127178192139,0.928542063832283
290,1,1.151715874671936,0.9317073339223861
291,1,1.2652465105056763,0.9339811867475509
292,1,1.111053705215454,0.9401378852128982
293,1,1.004979133605957,0.9333331757783889
294,1,0.8945799469947815,0.9161203283071518
295,1,0.7262019515037537,0.9065153819322586
296,1,0.9670565724372864,0.8987277024984359
297,1,1.4473077058792114,0.9060795825719833
298,1,1.3151063919067383,0.9206738871335983
299,1,0.7635936737060547,0.9103353136777877
300,1,1.1255804300308228,0.9167941552400589
301,1,0.9941319227218628,0.9267998206615448
302,1,0.9427286386489868,0.9309289979934693
303,1,0.9344512224197388,0.9426520597934723
304,1,0.8817976713180542,0.9388283050060272
305,1,0.8843531012535095,0.9460478651523591
306,1,1.163995623588562,0.9582939493656158
307,1,1.268584966659546,0.9773548018932342
308,1,1.2391425371170044,0.9894258499145507
309,1,1.400389313697815,0.9986318922042847
310,1,1.060014247894287,1.0005967819690704
311,1,0.9897154569625854,0.98254021525383
312,1,1.1251070499420166,0.9863497602939606
313,1,0.8880919814109802,0.9777083969116211
314,1,1.1632511615753174,0.9899529016017914
315,1,0.8758286237716675,0.9949943506717682
316,1,0.6558306813240051,0.9902993011474609
317,1,1.3482455015182495,1.0092168962955474
318,1,1.093246340751648,1.0092422258853913
319,1,1.3526287078857422,1.0218644011020661
320,1,1.069937825202942,1.032290278673172
321,2,0.6253612041473389,1.0286987268924712
322,2,0.7102307081222534,1.0308969485759736
323,2,0.6766246557235718,1.017157541513443
324,2,0.8398390412330627,1.016198763847351
325,2,0.8594401478767395,1.0221308314800261
326,2,0.8101471066474915,1.0135701823234557
327,2,0.5691195726394653,1.0086383712291718
328,2,0.8699696063995361,1.0050926077365876
329,2,0.31882816553115845,0.9947093105316163
330,2,0.45186537504196167,0.9709558451175689
331,2,0.7059541940689087,0.9681383180618286
332,2,0.7089351415634155,0.955293595790863
333,2,0.5064492225646973,0.9394436764717102
334,2,0.4100694954395294,0.9280560916662216
335,2,0.7341665029525757,0.920255782008171
336,2,0.7251812815666199,0.915255668759346
337,2,0.46448495984077454,0.9051229000091553
338,2,0.5068440437316895,0.906886352300644
339,2,0.1414947211742401,0.8947779923677445
340,2,0.6053296327590942,0.8838502675294876
341,2,0.6215750575065613,0.8709768384695054
342,2,0.3748553991317749,0.8562528723478318
343,2,0.668225884437561,0.8495178073644638
344,2,0.9516924023628235,0.8506600564718246
345,2,0.685173511505127,0.8498394876718521
346,2,0.8087451457977295,0.846673259139061
347,2,0.887577474117279,0.8354786545038223
348,2,0.46074768900871277,0.8183914804458619
349,2,0.7111027240753174,0.817341661453247
350,2,0.5815464854240417,0.8064609825611114
351,2,0.7655030488967896,0.80188840508461
352,2,0.39717262983322144,0.7909772849082947
353,2,0.6949465870857239,0.7861871922016144
354,2,0.24882438778877258,0.7735277265310287
355,2,0.45384255051612854,0.7649175155162812
356,2,0.5609168410301208,0.7528559398651123
357,2,0.4218795895576477,0.7359218323230743
358,2,0.38338392972946167,0.7188066601753235
359,2,0.4252631664276123,0.6993041372299195
360,2,0.4318767189979553,0.6867413866519928
361,2,0.7225809097290039,0.6813986957073211
362,2,0.45086443424224854,0.6679138433933258
363,2,0.44196510314941406,0.6589913058280945
364,2,0.46804893016815186,0.6450872611999512
365,2,0.6872479915618896,0.6413156485557556
366,2,0.2448277771472931,0.6330955904722214
367,2,0.7945709228515625,0.6220220988988876
368,2,0.6408253908157349,0.6129736799001694
369,2,0.32534998655319214,0.5924281054735183
370,2,0.575880765914917,0.5825469642877579
371,2,0.5300207138061523,0.5806401544809341
372,2,0.49694299697875977,0.5763744002580643
373,2,0.5428999662399292,0.5736999064683914
374,2,0.6422408819198608,0.5697479432821274
375,2,0.45023858547210693,0.5615639120340348
376,2,0.39926862716674805,0.5533463424444198
377,2,0.6164644360542297,0.5542932397127152
378,2,0.6207044720649719,0.5493079370260239
379,2,0.6879978775978088,0.5566913312673569
380,2,0.6616601943969727,0.5608872276544571
381,2,0.42580047249794006,0.5552841532230377
382,2,0.9192265868186951,0.5594899821281433
383,2,0.6348492503166199,0.5620579826831817
384,2,0.8901069164276123,0.5716587311029434
385,2,0.9636170864105225,0.5762477427721023
386,2,0.7110188007354736,0.5759644931554795
387,2,0.4686746299266815,0.5760482865571975
388,2,1.000194787979126,0.5859153014421463
389,2,0.4944549798965454,0.5929745066165925
390,2,0.6395480632781982,0.5936588752269745
391,2,0.40064918994903564,0.589240357875824
392,2,0.7243285775184631,0.5962298214435577
393,2,0.9673768281936646,0.6022128403186798
394,2,0.5539037585258484,0.5942570674419403
395,2,0.5365824103355408,0.5912852454185485
396,2,0.49048373103141785,0.5849200171232224
397,2,0.4423493444919586,0.5760154545307159
398,2,0.3783753216266632,0.5743680071830749
399,2,0.37930211424827576,0.5677319949865341
400,2,0.3492058515548706,0.5630851823091507
401,2,0.5418130159378052,0.558611381649971
402,2,0.6054250001907349,0.5627764290571213
403,2,0.6499307155609131,0.5618761116266251
404,2,0.679104745388031,0.5704817187786102
405,2,0.42653632164001465,0.569935594201088
406,2,0.5683575868606567,0.5700844091176986
407,2,0.5312798619270325,0.5722724145650864
408,2,0.45501863956451416,0.5737051087617874
409,2,0.7627248764038086,0.5804543429613114
410,2,0.42057231068611145,0.5802282547950744
411,2,0.642634391784668,0.5786293244361878
412,2,0.5327354669570923,0.5802667450904846
413,2,0.5417800545692444,0.5822630441188812
414,2,0.671100378036499,0.5863240730762481
415,2,0.9168727397918701,0.5909165680408478
416,2,0.728706955909729,0.6005941516160965
417,2,0.6858737468719482,0.5984202080965042
418,2,0.49635839462280273,0.5955308681726456
419,2,0.556165337562561,0.6001471751928329
420,2,0.9058783054351807,0.6067471259832382
421,2,0.5852428674697876,0.6078515690565109
422,2,0.30112403631210327,0.6039351898431778
423,2,0.3064810633659363,0.5992068117856979
424,2,0.7534692883491516,0.6014313799142837
425,2,0.6232329607009888,0.6048912674188613
426,2,0.631110429763794,0.6095281034708023
427,2,0.6197222471237183,0.609593259692192
428,2,0.23441438376903534,0.6018674579262734
429,2,0.4901198148727417,0.597909896671772
430,2,0.42233723402023315,0.5931234374642372
431,2,0.8862777352333069,0.6023329827189445
432,2,0.29279839992523193,0.5898044189810753
433,2,0.546586811542511,0.5880391702055932
434,2,0.3979775905609131,0.5781965836882591
435,2,0.5824225544929504,0.5705726930499077
436,2,0.6059191226959229,0.5684706994891167
437,2,0.6742225885391235,0.5725816586613655
438,2,0.4439534842967987,0.561456832587719
439,2,0.4803774356842041,0.5611752817034721
440,2,0.43373584747314453,0.5570590373873711
441,2,0.6545867919921875,0.5621377894282341
442,2,0.6569194197654724,0.5607896062731743
443,2,0.5225043892860413,0.5518921574950219
444,2,1.0648369789123535,0.562110821902752
445,2,0.42226725816726685,0.5598245188593864
446,2,0.5589569211006165,0.5611939826607704
447,2,0.6568579077720642,0.5654841539263725
448,2,0.6052442789077759,0.5700215330719948
449,2,0.8270329236984253,0.5789761492609977
450,2,0.7067516446113586,0.5861270651221275
451,2,0.8371796011924744,0.5920343968272209
452,2,0.4384341835975647,0.5886945804953575
453,2,0.6601240634918213,0.5888984474539757
454,2,0.6378334164619446,0.588073020875454
455,2,0.6117954254150391,0.5917782029509544
456,2,0.3954330086708069,0.5883197113871574
457,2,0.5296379923820496,0.5882868739962578
458,2,0.7209500670433044,0.5936055025458336
459,2,0.5632023811340332,0.5896150526404381
460,2,0.6583747863769531,0.5943711021542549
461,2,0.4664143919944763,0.590846702158451
462,2,0.5867788791656494,0.5919275704026222
463,2,0.6457123756408691,0.5940062168240547
464,2,0.5534283518791199,0.5916527763009072
465,2,0.6520345211029053,0.5863560119271278
466,2,0.8272966146469116,0.5883278051018714
467,2,0.5041480660438538,0.5846932914853096
468,2,0.5237082242965698,0.5852402880787849
469,2,1.1232106685638428,0.5965811946988105
470,2,0.3076586127281189,0.5846168008446694
471,2,0.47332221269607544,0.5823783877491951
472,2,0.2906038165092468,0.582167983353138
473,2,0.7030609250068665,0.5900995805859566
474,2,0.8346433639526367,0.5917230620980263
475,2,0.5277495384216309,0.5898133936524391
476,2,0.5945442318916321,0.5890820696949959
477,2,0.8654310703277588,0.5939962461590766
478,2,0.505641520023346,0.599420788884163
479,2,0.6361929178237915,0.6023422509431839
480,2,0.8529261350631714,0.6109540289640427
481,2,0.5723081827163696,0.6046746379137039
482,2,0.575424313545227,0.6103271561861038
483,2,0.8522454500198364,0.6164403289556504
484,2,0.6676686406135559,0.6218341499567032
485,2,0.5791850090026855,0.6217693990468979
486,2,0.43589022755622864,0.618368821144104
487,2,0.34898918867111206,0.6118641531467438
488,2,0.7223292589187622,0.6174316686391831
489,2,0.43029049038887024,0.6164299297332764
490,2,0.7425514459609985,0.6226062417030335
491,2,0.38813215494155884,0.6172771489620209
492,2,0.4751434028148651,0.6136416286230088
493,2,0.7283545732498169,0.6177586323022842
494,2,0.4617398977279663,0.6056966906785965
495,2,0.8500942587852478,0.6142532306909562
496,2,1.0300192832946777,0.6236744779348373
497,2,0.3613479435443878,0.6177642786502838
498,2,0.6756566762924194,0.6191725265979767
499,2,0.6135238409042358,0.614902344942093
500,2,0.7140418887138367,0.6150481498241425
501,2,0.905630350112915,0.6164171648025513
502,2,0.5486428737640381,0.6186213386058808
503,2,0.9484802484512329,0.624388462305069
504,2,0.566573977470398,0.6229632735252381
505,2,0.9063280820846558,0.6288539266586304
506,2,0.7406535148620605,0.6357583367824554
507,2,0.5981663465499878,0.6371289038658142
508,2,0.9083630442619324,0.6408771634101867
509,2,0.5526261329650879,0.6406656384468079
510,2,0.728410542011261,0.642066353559494
511,2,0.7713345885276794,0.6481647574901581
512,2,0.7440568208694458,0.651310316324234
513,2,0.6720656156539917,0.6518373811244964
514,2,0.982591986656189,0.6604206538200379
515,2,0.5378521084785461,0.6581370055675506
516,2,0.5006569623947144,0.6516042125225067
517,2,0.25833067297935486,0.6466878646612167
518,2,1.0009326934814453,0.6562323540449142
519,2,0.7671521902084351,0.6491111844778061
520,2,0.5017062425613403,0.6529921370744706
521,2,0.9567370414733887,0.6626604336500168
522,2,0.6932621002197266,0.6707135993242264
523,2,0.7427922487258911,0.6715082257986069
524,2,0.5387104749679565,0.6655895680189132
525,2,0.7740116119384766,0.6705148094892501
526,2,0.3433403968811035,0.6654907327890396
527,2,0.6648764610290527,0.6614796406030655
528,2,0.4988398253917694,0.6613436067104339
529,2,0.7744942903518677,0.6641096341609954
530,2,1.0405765771865845,0.6678626430034638
531,2,0.5438665151596069,0.6672938096523285
532,2,0.8156031370162964,0.6720973861217499
533,2,0.35805898904800415,0.6622136569023133
534,2,0.5443035364151001,0.6597463548183441
535,2,0.7400043606758118,0.6629627418518066
536,2,0.7298716306686401,0.6688423699140549
537,2,0.8235156536102295,0.6783328992128372
538,2,0.9369055032730103,0.6826244240999222
539,2,0.6449669599533081,0.686917953491211
540,2,0.813252329826355,0.6883319711685181
541,2,0.6701170206069946,0.6939716684818268
542,2,0.4207489490509033,0.6928837794065476
543,2,0.7499464750289917,0.693315617442131
544,2,0.5183542370796204,0.6944479042291641
545,2,0.8035188913345337,0.6935163968801499
546,2,0.6969507932662964,0.6868550270795822
547,2,0.551404595375061,0.6906561601161957
548,2,0.7039040327072144,0.6912211072444916
549,2,0.5214871168136597,0.68938037276268
550,2,0.5048936605453491,0.6851974081993103
551,2,1.338860034942627,0.6938620018959045
552,2,0.654261589050293,0.6959743762016296
553,2,0.5029188990592957,0.6870631492137909
554,2,0.7724580764770508,0.6911808311939239
555,2,0.788955807685852,0.6888333857059479
556,2,0.7933828830718994,0.6898879730701446
557,2,0.6737500429153442,0.6913996469974518
558,2,0.887872576713562,0.6909898376464844
559,2,0.5312507748603821,0.6905623304843903
560,2,1.1507643461227417,0.6990094065666199
561,2,0.47049352526664734,0.6929925853013992
562,2,0.5603073835372925,0.6893175965547562
563,2,0.7808322906494141,0.6914929300546646
564,2,0.4239724278450012,0.6803205388784409
565,2,0.5071858763694763,0.6797072142362595
566,2,0.9919013977050781,0.6895321029424667
567,2,0.7198642492294312,0.6987627744674683
568,2,0.9483654499053955,0.6977114295959472
569,2,0.7936446666717529,0.6982412791252136
570,2,0.4515843987464905,0.6972388422489166
571,2,0.9364433288574219,0.6968329679965973
572,2,0.6093134880065918,0.6951539957523346
573,2,0.48450177907943726,0.6899881863594055
574,2,0.7575738430023193,0.6943654537200927
575,2,0.8420026898384094,0.6957252752780915
576,2,0.6289492845535278,0.7014374530315399
577,2,0.49534833431243896,0.6980468904972077
578,2,0.6592828631401062,0.7012557512521744
579,2,0.36477816104888916,0.6930614286661148
580,2,0.6428759098052979,0.6851074153184891
581,2,0.8194433450698853,0.6906189519166946
582,2,0.993362545967102,0.6941741400957108
583,2,0.5799510478973389,0.6986119812726974
584,2,0.45807480812072754,0.69688740670681
585,2,1.1005589962005615,0.704098499417305
586,2,0.8060901165008545,0.7056228691339492
587,2,0.5133032202720642,0.699418620467186
588,2,0.5676045417785645,0.692032601237297
589,2,0.613174557685852,0.6913967531919479
590,2,0.8543587923049927,0.6922188824415207
591,2,0.4598294198513031,0.6880131304264069
592,2,0.5316747426986694,0.6902316462993622
593,2,0.6487663984298706,0.6882080447673797
594,2,0.6180028319358826,0.690201016664505
595,2,0.8418897390365601,0.6909684336185455
596,2,0.7430177927017212,0.691889773607254
597,2,0.8849966526031494,0.6985616147518158
598,2,0.4385818839073181,0.6932551717758179
599,2,0.6277803778648376,0.6953810369968414
600,2,0.5136967897415161,0.6955570995807647
601,2,0.3839033544063568,0.6764579659700394
602,2,0.7249547243118286,0.6778718286752701
603,2,0.24821919202804565,0.6727778345346451
604,2,0.3783274292945862,0.6648952215909958
605,2,0.3830838203430176,0.6567777818441392
606,2,0.7832921147346497,0.6565759664773941
607,2,0.44391685724258423,0.6519793027639389
608,2,0.7583185434341431,0.6493882220983506
609,2,0.7002751231193542,0.65276870906353
610,2,0.663272500038147,0.6430188721418381
611,2,0.8888572454452515,0.6513861465454102
612,2,0.8588277697563171,0.6573565542697907
613,2,0.41110697388648987,0.6499620479345322
614,2,0.4457746744155884,0.6503980928659439
615,2,0.5896956324577332,0.6520482879877091
616,2,0.45503824949264526,0.6413110250234604
617,2,0.2505074441432953,0.6319238889217377
618,2,0.19519859552383423,0.6168605518341065
619,2,0.7187668085098267,0.615362994670868
620,2,0.6168347001075745,0.6186680006980896
621,2,1.2074565887451172,0.6240882658958435
622,2,0.31941550970077515,0.6182903063297271
623,2,0.5684945583343506,0.6199701619148255
624,2,0.5372449159622192,0.6155635833740234
625,2,0.6597616076469421,0.6119187617301941
626,2,0.7875838279724121,0.6150914525985718
627,2,0.9693126082420349,0.6245707380771637
628,2,0.6082214117050171,0.623549509048462
629,2,0.6698794960975647,0.6296515357494354
630,2,0.9353225827217102,0.6355004692077637
631,2,0.6848970651626587,0.6328095436096192
632,2,0.6538689136505127,0.6260196709632874
633,2,0.7878625988960266,0.6301779019832611
634,2,0.6410006880760193,0.6338364195823669
635,2,0.9385940432548523,0.6305971205234527
636,2,0.5168494582176208,0.624812307357788
637,2,0.5957139730453491,0.6264605224132538
638,2,0.7455602884292603,0.6300196373462676
639,2,0.4999812841415405,0.6277557718753815
640,2,0.8246215581893921,0.6271610271930694
641,3,0.4588022530078888,0.6271404838562011
642,3,0.44459325075149536,0.6253988540172577
